,marketSegment,name,slug,ticker,totalSupply
1464,Decentralized Exchange,Tokenlon Network Token,tokenlon-network-token,LON,114262146.95962387
1465,,Complete New Commerce Chain,complete-new-commerce-chain,CNCC,
1466,Ethereum,Immutable X,immutable-x,IMX,2000000000
1467,Travel,Travala,travala,AVA,61011389
1468,DeFi,AntiMatter,antimatter,MATTER,100000000
1469,Media,Audius,audius,AUDIO,1066858974
1470,DeFi,One Share,one-share,ONS,100001
1471,Blockchain Network,Ethereum Push Notification Service,epns,PUSH,100000000
1472,Financial,The Transfer Token,the-transfer-token,TTT,2000000000
1473,Data,Revolution Populi,revolution-populi,RVP,2000000000
1474,Exchange,NOW Token,now-token,NOW,199763509.8661694
1475,Other,Orient Walt,orient-walt,HTDF,96000000
1476,DeFi,Bounce Token,bounce,AUCTION,2083955.597602
1477,Financial,3X Short Bitcoin Token,3x-short-bitcoin-token,BEAR,178313.91665
1478,Blockchain Network,LUKSO,lukso,LYXe,100000000
1479,Protocol,Ethereum Name Service,ethereum-name-service,ENS,100000000
1480,DeFi,Visor.Finance,visor-finance,VISR,100000000
1481,Financial,3X Long Bitcoin Token,3x-long-bitcoin-token,BULL,454.930863
1482,Stablecoin,Neutrino USD,neutrino-dollar,USDN,560574251.5200654
1483,Data,BitTorrent,bittorrent,BTT,990000000000
1484,Trading,TROY,troy,TROY,10000000000
1485,Marketing,Nexalt,nexalt,XLT,31219322.13098812
1486,Stablecoin,Tether Gold,tether-gold,XAUT,105549.09
1487,Platform,DATA,data,DTA,11499999998
1488,Decentralized Exchange,Curve DAO Token,curve,CRV,1644119982.3058658
1489,Financial,MATH,math,MATH,200000000
1490,Media,Keystone of Opportunity & Knowledge,keystone-of-opportunity-knowledge,KOK,5000000000
1491,Exchange,WazirX,wazirx,WRX,972280002
1492,Other,ARCS,arcs,ARX,400000000
1493,Data,Big Data Protocol,big-data-protocol,BDP,64923252.85185185
1494,DeFi,Lock,lock,LOCK,
1495,DeFi,Idle,idle,IDL,
1496,DeFi,Torque,torque,TRQ,
1497,DeFi,Inverse Finance,inverse-finance,INV,0
1498,Stablecoin,USDX [Kava],usdx-kava,USDX,145745901
1499,Ethereum,K21,k21,K21,21000000
1500,,Hydro,hydro,HYDRO,111111110.9
1501,Blockchain Network,Orbit Chain,orbit-chain,ORC,982474646.52394
1502,DeFi,pTokens,ptokens,PTK,
1503,Ethereum,Hoge Finance,hoge-finance,HOGE,402416202805
1504,DeFi,HyperDAO,hyperdao,HDAO,
1505,Other,WETH,weth,WETH,1153916.966737
1506,Platform,apM Coin,apm-coin,APM,1812500000
1507,DeFi,Mars,mars,Mars,0
1508,Blockchain Service,Handshake,handshake,HNS,445273060.551938
1509,Tokenization,Perth Mint Gold Token,perth-mint-gold-token,PMGT,906.71287
1510,Platform,Keep3rV1,keep3rv1,KP3R,200001
1511,Infrastructure,RSK Infrastructure Framework,rif-token,RIF,1000000000
1512,Gaming,Alien Worlds,alien-worlds,TLM,5189345239.4728
1513,Protocol,Tokemak,tokemak,TOKE,100000000
1514,,Incognito,incognito,PRV,
1515,Protocol,TTC,ttc-protocol,TTC,866531275.933
1516,Tokenization,Standard Tokenization Protocol,stpt,STPT,1942420283
1517,Other,Observer,observer,OBSR,14000000000
1518,,sXAU,sxau,sXAU,
1519,Lending,Cred,libra-credit,LBA,1000000000
1520,Blockchain Network,Elixxir,elixxir,XX,
1521,Exchange,Unizen,unizen,ZCX,0
1522,Binance,Rupiah Token,rupiah-token,IDRT,130112000000
1523,Interoperability,Unifi Protocol DAO,unifi-protocol-dao,UNFI,10000000
1524,Lending,XCredit,xcredit,XFYI,0
1525,Trading,Aurox,urus,URUS,1000000
1526,Gaming,Exeedme,exeedme,XED,100000000
1527,DeFi,merkleX,merklex,MKX,
1528,Ethereum,Muse,muse,MUSE,508554
1529,Cryptocurrency,ParallelCoin,parallelcoin,DUO,314718.641345
1530,Protocol,Radix,radix,EXRD,0
1531,Trading,Shadows,shadows,DOWS,39500000
1532,Platform,SparkPoint,sparkpoint,SRK,13656206158.837975
1533,Ethereum,Tenset,tenset,10SET,203940482
1534,Financial,UnFederalReserve,unfederalreserve,ERSDL,454278599.6636339
1535,Blockchain Network,DigiByte,digibyte,DGB,14900468438.463903
1536,DeFi,Ethereum Yield,ethereum-yield,ETHY,500000
1537,Blockchain Service,Project Coin,project-coin,PRJ,56834485.351899
1538,Financial,Bondly,bondly,BONDLY,983620758
1539,Tokenization,DEUS Finance,deus-finance,DEUS,1793062.577204
1540,Infrastructure,Kylin,kylin,KYL,1000000000
1541,Binance,Genesis Shards,genesis-shards,GS,208911248
1542,Decentralized Exchange,Bancor,bancor,BNT,234963903.99005216
1543,,PolygonUSDCoin,p-usd-coin,USDC,40937321253.50536
1544,,PolygonChainLink,p-chainlink,LINK,1000000000
1545,Interoperability,EasyFi,easyfi,EASY,10000000
1546,Data,Ocean Protocol,ocean-protocol,OCEAN,613099141
1547,Decentralized Exchange,1inch,1inch,1INCH,1500000000
1548,Gaming,MMOCoin,mmocoin,MMO,118993176.77355419
1549,Platform,PARSIQ,parsiq,PRQ,310256872
1550,Financial,Paypolitan Token,paypolitan-token,EPAN,94697000
1551,Ethereum,Paint,paint,PAINT,0
1552,Financial,BSCPAD,bscpad,BSCPAD,175600000
1553,,PolygonAave,p-aave,AAVE,16000000
1554,Financial,Iconiq Lab,iconiq-lab-token,ICNQ,20000000
1555,Other,Trustlines Network Token,trustlines,TLN,
1556,DeFi,DEOR,deor,DEOR,0
1557,Other,Acute Angle Cloud,acute-angle-cloud,AAC,1000000000
1558,Stablecoin,Frax,frax,FRAX,1259074681.9078815
1559,Exchange,Huobi Pool Token,huobi-pool-token,HPT,9278385982.206
1560,Blockchain Network,CasperLabs,casperlabs,CLX,
1561,Lending,Yield,yield,YLD,0
1562,Ethereum,DEAPcoin,deapcoin,DEP,30000000000
1563,Stablecoin,JUST Stablecoin,just-stablecoin,USDJ,4227158.28542326
1564,Lending,JUST,just,JST,9900000000
1565,Infrastructure,KardiaChain,kardiachain,KAI,5000000000
1566,,Uquid Coin,uquid_coin,UQC,40000000
1567,Interoperability,PCHAIN,pchain,PI,1561546868
1568,,The Force Protocol,forceprotocol,FOR,1000000000
1569,Blockchain Network,Seele-N,seele,SEELE,30000000000
1570,Platform,Revain,revain,REV,85061485689.83401
1571,Financial,Pundi X[new],pundix-new,PUNDIX,258491637.23
1572,Ethereum,Minty Art,minty-art,MINTY,0
1573,DeFi,SURF Finance,surf,SURF,0
1574,Sports,Paris Saint-Germain Fan Token,paris-saint-germain-fan-token,PSG,20000000
1575,Cryptocurrency,I/O Coin,iocoin,IOC,19265798.97434563
1576,Ethereum,Kishu Inu,kishu-inu,KISHU,96889869041250900
1577,Sports,Juventus Fan Toke,juventus-fan-token,JUV,20000000
1578,Decentralized Exchange,Switch,switch,ESH,12113793.0641682
1579,Financial,Flexacoin,flexacoin,FXC,7273713838
1580,,Compound Dai,compound-dai,CDAI,2025596474
1581,,Compound USD Coin,compound-usd-coin,CUSDC,9803299805.03644
1582,,Compound Ether,compound-ether,CETH,0
1583,Protocol,THORChain,thorchain,RUNE,461668422.2248116
1584,DeFi,Bifrost,bifrost,BFC,3968584074
1585,Cryptocurrency,Gold Poker,gold-poker,GPKR,6061848.762569
1586,Lending,Ruler Protocol,ruler-protocol,RULER,0
1587,Blockchain Service,Totem,totem,TOTEM,
1588,DeFi,YVS.Finance,yvs-finance,YVS,1853610.554195
1589,Gaming,Smooth Love Potion,small-love-potion,SLP,3181842119
1590,Marketplace,WAX,wax,WAXP,3816687855.4177904
1591,Blockchain Service,Constellation,constellation,DAG,3711998690.36
1592,Smart Contracts,Ethereum Classic,ethereum-classic,ETC,210700000
1593,Financial,FinNexus,finnexus,FNX,176495406.66
1594,Cloud Computing,Render Token,render-token,RNDR,523723981.24317396
1595,,Creditcoin,creditcoin,CTC,667469387.33
1596,Gaming,Yield Guild Games,yield-guild-games,YGG,1000000000
1597,Decentralized Exchange,Peanut,peanut,NUX,50000000
1598,,renBTC,renbtc,RENBTC,
1599,DeFi,Ampleforth Governance Token,ampleforth-governance-token,FORTH,14998897.14455933
1600,Protocol,Olympus,olympus,OHM,1416029
1601,Marketplace,StormX,stormx,STMX,10000000000
1602,Data,Boson Protocol,boson-protocol,BOSON,200000000
1603,Protocol,Super Zero Protocol,super-zero,SERO,627714351
1604,Marketplace,RING X PLATFORM,ring-x-platform,RINGX,357117790.3168
1605,Trading,HEX,hex,HEX,633542658973
1606,DeFi,KINE,kine,KINE,0
1607,DeFi,WaykiChain Governance Coin,waykichain-governance-coin,WGRT,21000000000
1608,Sports,All Sports,all-sports,SOC,1500000000
1609,Decentralized Exchange,Kyber Network Crystal,kyber-network,KNC,177809349.53012875
1610,Financial,Morpheus Network,morpheus-network,MNW,47897218
1611,,Whole Network,whole-network,NODE,10000000000
1612,Exchange,LCX,lcx,LCX,950000000
1613,Marketplace,Treecle,treecle,TRCL,2000000000
1614,Marketplace,Robonomics Web Services,robonomics-web-services,RWS,
1615,Infrastructure,BitCherry,bitcherry,BCHC,10000000000
1616,Financial,BTSE,btse,BTSE,165904711
1617,Gaming,Crowns,crowns,CWS,10000000
1618,Infrastructure,Radicle,radicle,RAD,99999070
1619,Decentralized Exchange,Smoothy,smoothy,SMTY,100000000
1620,Lending,Xend Finance,xend-finance,XEND,200000000
1621,Interoperability,Popsicle Finance,popsicle-finance,ICE,11248229.1
1622,Decentralized Exchange,BakeryToken,bakerytoken,BAKE,289770790.80853105
1623,Platform,Avalanche,avalanche,AVAX,394882031.09652853
1624,Lending,yearn.finance,yearn-finance,YFI,36666
1625,DeFi,NEST Protocol,nest-protocol,NEST,9978035000
1626,Ethereum,Portion,portion,PRT,1500000000
1627,Trading,Orion Protocol,orion-protocol,ORN,100000000
1628,DeFi,reflect.finance,reflect-finance,RFI,9444084.30034704
1629,Cryptocurrency,Dogelon Mars,dogelon,ELON,1000000000000000
1630,Data,Decentr,decentr,DEC,1000000000
1631,Decentralized Exchange,MCDex,mcdex,MCB,2268644
1632,DeFi,Alchemist,alchemist,MIST,1138093
1633,Lending,PlutusDeFi,plutusdefi,PLT,107790337.524
1634,Marketing,LunchMoney,lunchmoney,LMY,189000000
1635,Insurance,Wrapped NXM,wrapped-nxm,WNXM,6893118.05248239
1636,Protocol,Liquidity Dividends Protocol,liquidity-dividends-protocol,LID,0
1637,Social,SHIBA INU,shiba-inu,SHIB,589736554848301.4
1638,Investments,Republic Note,republicnote,RPN,
1639,DeFi,Method Finance,method-finance,MTHD,100000000
1640,Exchange,Bitbns,bitbns,BNS,
1641,Interoperability,Anyswap,anyswap,ANY,100000000
1642,Marketing,WOM Protocol,wom-protocol,WOM,1000000000
1643,DeFi,Tendies,tendies,TEND,7896632.18027489
1644,DeFi,Antiample,antiample,XAMP,
1645,Gaming,Fear NFTs,fear-nfts,FEAR,65000000
1646,Sports,Sport and Leisure,sport-and-leisure,SNL,963252000
1647,Social,Mask Network,mask-network,MASK,100000000
1648,Supply,SUKU,suku,SUKU,1500000000
1649,Exchange,AAX Token,aax-token,AAB,25000000.00000028
1650,Cryptocurrency,Sora,sora,XOR,406615.26391718
1651,Financial,MobileCoin,mobilecoin,MOB,250000000
1652,Prediction Market,Spore Finance,spore-finance,SPORE,16495545592621500
1653,Tron,APENFT,apenft,NFT,999990000000000
1654,Protocol,Dos Network,dos-network,DOS,949292114.345
1655,Data,bAlpha,balpha,BALPHA,18000.1
1656,Lending,DeFiPie,defipie,PIE,0
1657,Prediction Market,Augur,augur,REP,11000000
1658,Ethereum,Zap,zap,ZAP,520000000
1659,Blockchain Service,Truebit,truebit,TRU,279976074
1660,DeFi,DIA,dia-data,DIA,175583746.1333865
1661,Lending,YAM,yam,YAM v1,14043655.0207121
1662,Entertainment,SOMESING,somesing,SSX,5000000000
1663,Tokenization,Fabric,fabric,FAB,500000000
1664,DeFi,CBDAO,cbdao,SBREE,1508819
1665,Gaming,Tacos,tacos,TACO,0
1666,DeFi,RMPL,rmpl,RMPL,706101
1667,Gaming,Ethverse,ethverse,ETHV,36968268.00915949
1668,DeFi,SafeMoon,safemoon,SAFEMOON,1000000000000000
1669,Platform,Keep4r,keep4r,KP4R,100000
1670,DeFi,Coin98,coin98,C98,1000000000
1671,Social,Kiba Inu,kiba-inu,KIBA,0
1672,Interoperability,Rivex,rivex,RVX,25000000
1673,Ethereum,Strong,strong,STRONG,523990
1674,DeFi,DXdao,dxdao,DXD,148977
1675,DeFi,Plasma Finance,plasma-finance,PPAY,1000000000
1676,Gaming,Tower,tower-token,TOWER,10000000000
1677,Platform,NEAR Protocol,near-protocol,NEAR,1000000000
1678,Verification,VIDT Datalink,v-id,VIDT,57386799
1679,DeFi,YF Link,yflink,YFL,52000
1680,Social,UREEQA,ureeqa,URQA,100000000
1681,Social,DOGEFI,dogefi,DOGEFI,
1682,Cryptocurrency,Loser Coin,loser-coin,LOWB,60296840158.155594
1683,,Aave SNX,aave-snx,aSNX,
1684,Protocol,DSLA Protocol,dsla-protocol,DSLA,5810763023
1685,Blockchain Network,Waves Enterprise,waves-enterprise,WEST,400000000
1686,Blockchain Network,Casper,casper,CSPR,10517662043
1687,Trading,PowerTrade,powertrade-fuel,PTF,400000000
1688,Blockchain Network,Chia Network,chia-network,XCH,22582025
1689,DeFi,WingShop,wingshop,WING,10000000
1690,DeFi,MixTrust,mixtrust,MXT,10000000000
1691,Platform,XTRABYTES,xtrabytes,XBY,650000000
1692,Interoperability,Keysians Network,keysians-network,KEN,10000000
1693,Ethereum,Unisocks,unisocks,SOCKS,302
1694,Gambling,Meme,degenerator,MEME,28000
1695,Social,Force For Fast,force-for-fast,FFF,0
1696,Marketplace,Zelwin,zelwin,ZLW,300000000
1697,DeFi,DefiDollar DAO,defidollar-dao,DFD,100000000
1698,IoT,Jasmy,jasmy,JASMY,50000000000
1699,Exchange,Catex Token,catex-token,CATT,1262219478
1700,Tron,Bridge Oracle,bridge-oracle,BRG,10000000000
1701,,Strike,strike,STRK,6540888
1702,Lending,YAMv2,yam-v2,YAMV2,3726411
1703,Interoperability,Polkadot,polkadot-new,DOT,1103303471.382273
1704,Blockchain Service,SingularityNET,singularitynet,AGIX,1000000000
1705,Lending,YUNo.finance,yuno-finance,YUNO,2648654.44990445
1706,Financial,Oxygen,oxygen,OXY,10000000000
1707,Trading,Fox Trading,fox-trading,FOXT,8487614
1708,DeFi,Raydium,raydium,RAY,555000000
1709,Stablecoin,Liquity USD,liquity-usd,LUSD,719446094.8060437
1710,Trading,Quantfury Token,quantfury-token,QTF,100000000
1711,Infrastructure,Dextoken,dextoken,DEXG,20000
1712,Interoperability,Axis DeFi,axis-defi,AXIS,24000000
1713,Platform,YFIEXCHANGE.FINANCE,yfiexchange-finance,YFIE,0
1714,Infrastructure,Pmeer,pmeer,PMEER,200287810
1715,Lending,HARD Protocol,hard-protocol,HARD,200000000
1716,,WebDollar,webdollar,WEBD,17720086128
1717,Platform,AceD,aced,ACED,250000000
1718,Platform,DegenVC,degenvc,DGVC,0
1719,DeFi,Konomi Network,konomi-network,KONO,100000000
1720,Platform,Growth DeFi,growthdefi,GRO,578703.51345653
1721,Financial,Everest,everest,ID,0
1722,DeFi,Lien,lien,LIEN,0
1723,Platform,Trias Token,trias-token,TRIAS,10000000
1724,DeFi,UniCrypt,uncx,UNCX,47650
1725,Interoperability,Darwinia Network,darwinia-network,RING,2098264556.1319175
1726,Ethereum,Darwinia Commitment Token,darwinia-commitment-token,KTON,82092.29312537
1727,Polkadot,Native Utility Token,native-utility-token,NUT,9998686
1728,Marketplace,Robonomics.network,robonomics-network,XRT,9232518.48659066
1729,Platform,PolkaFoundry,polkafoundry,PKF,200000000
1730,Financial,Rio DeFi,rio-defi,RFUEL,318019580
1731,DeFi,MANTRA DAO,mantra-dao,OM,888888888
1732,Privacy,Automata Network,automata-network,ATA,1000000000
1733,DeFi,Convex Finance,convex-finance,CVX,77123451.36259611
1734,Fund,Indexed Finance,indexed-finance,NDX,10000000
1735,Lending,Venus,venus,XVS,29960733
1736,Decentralized Exchange,Dextrust,dextrust,DETS,0
1737,Interoperability,Syscoin,syscoin,SYS,623673627.2271105
1738,Platform,HUNT,hunt,HUNT,199104720
1739,Infrastructure,Marlin,marlin,POND,3184000001
1740,Other,Trade Token X,trade-token-x,TIOX,223534822.66102275
1741,Marketing,Minter Network,minter-network,BIP,5126268758
1742,Protocol,HAPI,hapi-one,HAPI,531929.20666767
1743,Lending,KIMCHI.finance,kimchi-finance,KIMCHI,2767524075
1744,DeFi,Liquidity Network,liquidity-network,LQD,100000000
1745,Decentralized Exchange,BambooDeFi,bamboo-defi,BAMBOO,0
1746,Ethereum,Gitcoin,gitcoin,GTC,100000000
1747,Blockchain Network,Elrond,elrond-egld,EGLD,22834990
1748,Social,CVCoin,cvcoin,CVN,15000000
1749,Interoperability,Raze Network,raze-network,RAZE,120000000
1750,Platform,DistX,distx,DISTX,50000000
1751,DeFi,Harvest Finance,harvest-finance,FARM,673739.91
1752,Marketing,Props,props,PROPS,703259044.9235393
1753,Lending,OIN Finance,oin-finance,OIN,100000000
1754,Media,Earneo,earneo,RNO,650000000
1755,DeFi,Carrot,carrot,CRT,0
1756,DeFi,YFDAI.FINANCE,yfdai-finance,YF-DAI,21000
1757,Stablecoin,XSGD,xsgd,XSGD,239638170.83
1758,Platform,DeFi Bids,defi-bids,BIDS,42632892.83392276
1759,Blockchain Network,TONToken,tontoken,TON,5047558527.7
1760,DeFi,xDai,xdai,STAKE,8414858.16547455
1761,Financial,Celsius ,celsius,CEL,695658160
1762,DeFi,Swerve,swerve,SWRV,17878213.79741437
1763,Gaming,Lepricon,lepricon,L3P,777777777
1764,DeFi,SUN,sun,SUN,19900730
1765,DeFi,DMD,dmd,DMD,0
1766,DeFi,YFFS Finance,yffs,YFFS,0
1767,Exchange,Zeedex,zeedex,ZDEX,10000000
1768,DeFi,DAFI Protocol,dafi-protocol,DAFI,2250000000
1769,DeFi,Anchor Protocol,anchor-protocol,ANC,1000000000
1770,DeFi,JackPool.finance,jackpool-finance,JFI,0
1771,DeFi,BNSD Finance,bnsd-finance,BNSD,11037567.272727
1772,Cloud Storage,Aleph.im,aleph-im,ALEPH,500000000
1773,DeFi,JustLiquidity,justliquidity,JUL,963148.10248
1774,Platform,DefiBox,defibox,BOX,5000000
1775,Financial,Alchemy Pay,alchemy-pay,ACH,10000000000
1776,Infrastructure,Sperax,sperax,SPA,0
1777,Gaming,MyNeighborAlice,myneighboralice,ALICE,100000000
1778,Interoperability,Geeq,geeq,GEEQ,100000000
1779,Interoperability,Swingby,swingby,SWINGBY,975000000
1780,Interoperability,Ferrum Network,ferrum-network,FRM,167241946.908466
1781,Marketing,MiL.k,milk-alliance,MLK,1300000000
1782,DeFi,Hedget,hedget,HGET,1751448
1783,,Krypton Galaxy,krypton-galaxy-coin,KGC,3000000000
1784,Decentralized Exchange,Pangolin,pangolin,PNG,538000000
1785,Ethereum,Base Protocol,base-protocol,BASE,455679.61945696
1786,Smart Contracts,Phala.Network,phala-network,PHA,1000000000
1787,,Digital Fantasy Sports,digital-fantasy-sports,DFS,50000000
1788,Prediction Market,TotemFi,totemfi,TOTM,10000000
1789,DeFi,Nyan Finance,nyan-finance,NYAN,33000
1790,DeFi,Tranchess,tranchess,CHESS,300000000
1791,IoT,Waltonchain,waltonchain,WTC,84008023
1792,Cryptocurrency,Symbol,symbol,XYM,7967988929.50477
1793,Masternodes,Peony,peony,PNY,64908887.30401766
1794,Social,DeXe,dexe,DEXE,96504599.33609451
1795,Lending,Wing,wing,WING,3269785.72053089
1796,Trading,Power Index Pool Token,power-index-pool-token,PIPT,199884
1797,Decentralized Exchange,ApeSwap Finance,apeswap-finance,BANANA,80533394.90969159
1798,Interoperability,Frontier,frontier,FRONT,100000000
1799,Trading,DeFi Pulse Index,defi-pulse-index,DPI,558983.42579149
1800,Social,Hamster,hamster,HAM,10000000000000000
1801,Smart Contracts,RSK Smart Bitcoin,smart-bitcoin,RBTC,20999763.5577
1802,Cryptocurrency,New BitShares,new-bitshares,NBS,3600000000
1803,Decentralized Exchange,PancakeSwap,pancakeswap,CAKE,247271279.7682171
1804,Interoperability,Linear,linear,LINA,10000000000
1805,DeFi,Samurai,samurai,SAM,30000
1806,DeFi,Float Protocol,float-protocol,BANK,171550.41989306
1807,Cloud Computing,Beowulf,beowulf,BWF,3000000000
1808,Decentralized Exchange,OneSwap DAO Token,oneswap-dao-token,ONES,99995528
1809,DeFi,YAM v3,yamv3,YAM,13835135.41090949
1810,DeFi,yTSLA Finance,ytsla-finance,YTSLA,69590.65623104
1811,Decentralized Exchange,Leverj,leverj,LEV,1000000000
1812,DeFi,Rotten,rotten,ROT,124487479.936901
1813,Interoperability,pNetwork,pnetwork,PNT,82854683.46135317
1814,Ethereum,NFT,nft,NFT,88888888
1815,Financial,OMG Network,omisego,OMG,140245398.24513277
1816,Gaming,Illuvium,illuvium,ILV,7000000
1817,Decentralized Exchange,Burger Swap,burger-swap,BURGER,17493006.62253049
1818,Protocol,Covalent,covalent,CQT,1000000000
1819,Ethereum,Ethernity Chain,ethernity-chain,ERN,30000000
1820,Trading,Newscrypto,newscrypto,NWC,270050481.2686112
1821,DeFi,cVault.finance,cvault-finance,CORE,10000
1822,DeFi,Lua Token,lua-token,LUA,222247193.58270356
1823,DeFi,Bonded Finance,bonded-finance,BOND,1000000000
1824,Lending,Stater,stater,STR,0
1825,Gaming,Eight Hours,eight-hours,EHRT,0
1826,Mining,Bitcoin Standard Hashrate Token,bitcoin-standard-hashrate-token,BTCST,15000000
1827,Energy,SunContract,sun-contract,SNC,122707502.69296218
1828,Stablecoin,USD Coin,usd-coin,USDC,40937321253.50536
1829,Decentralized Exchange,FOX Token,fox-token,FOX,1000001337
1830,DeFi,Bidao,bidao,BID,2650000000
1831,,Netbox Coin,netbox-coin,NBX,79249412.34162112
1832,Blockchain Network,Mina,mina,MINA,824104972
1833,,EnterCoin,entercoin,ENTRC,6000000
1834,DeFi,Deflect,deflect,DEFLCT,0
1835,Trading,Metaverse Index,metaverse-index,MVI,39602.22521405
1836,,Venus ETH,venus-eth,vETH,2033994
1837,,PolygonQuickSwap,p-quickswap,QUICK,1000000
1838,Trading,Step Finance,step-finance,STEP,4000000
1839,Ethereum,FM Gallery,fm-gallery,FMG,0
1840,Decentralized Exchange,Ellipsis,ellipsis,EPS,561832809.268582
1841,Exchange,KuCoin Token,kucoin-shares,KCS,170118638
1842,Jobs,Hyve,hyve,HYVE,99207917.48398775
1843,,PolygonUniswap,p-uniswap,UNI,1000000000
1844,Decentralized Exchange,0x,0x,ZRX,1000000000
1845,Gaming,Dawn Protocol,dawn-protocol,DAWN,76588156.82742885
1846,Gaming,Axie Infinity,axie-infinity,AXS,270000000
1847,Investments,A2DAO,a2dao,ATD,0
1848,Financial,Impossible Finance,impossible-finance,IF,15551000
1849,Blockchain Network,LINK,link,LN,6044999
1850,Gaming,CryptoBlades,cryptoblades,SKILL,1000000
1851,DeFi,OctoFi,octofi,OCTO,800000
1852,DeFi,Niftyx Protocol,shroom-finance,SHROOM,65557424
1853,Gaming,BitGuild PLAT,bitguild-plat,PLAT,9096679264
1854,DeFi,Tellor,tellor,TRB,2380735.65412251
1855,Media,Livepeer,livepeer,LPT,22859012.33252989
1856,Ethereum,Celer,celer-network,CELR,10000000000
1857,Interoperability,Wanchain,wanchain,WAN,192690414.62292123
1858,DeFi,dForce,dforce,DFR,
1859,DeFi,Synthetix Network Token,synthetix-network-token,SNX,215258834.2449152
1860,Gaming,Polyient Games Governance Token,polyient-games-governance-token,PGT,20000
1861,DeFi,Azuki,azuki,AZUKI,11310689.72647731
1862,,Soverain,soverain,SOVE,8248170.48351179
1863,,MX Token,mx-token,MX,550000000
1864,Decentralized Exchange,DDEX,ddex,DDEX,
1865,DeFi,Keydonix,keydonix,KDN,
1866,Protocol,Hedera,hedera-hashgraph,HBAR,50000000000
1867,Cloud Computing,Sparkle,sparkle,SPRKL,70000000
1868,Financial,Haven Protocol,haven-protocol,XHV,15303231
1869,Platform,ECC,eccoin,ECC,24999999999.98309
1870,Cryptocurrency,Zenon,zenon,ZNN,7102886.41835725
1871,Gaming,eBoost,eboostcoin,EBST,99990001.568832
1872,DeFi,Hegic,hegic,HEGIC,3012009888
1873,Blockchain Network,Klaytn,klaytn,KLAY,10738647155.2
1874,Protocol,Phantasma Protocol,phantasma,SOUL,103033489
1875,Platform,Commercium,commercium,CMM,44297171.854904
1876,Cryptocurrency,0xBitcoin,0xbtc,0xBTC,20999984
1877,Financial,DigixDAO,digixdao,DGD,80865.69826329
1878,Financial,ZelCash,zelcash,ZEL,86939300
1879,Cryptocurrency,MicroBitcoin,microbitcoin,MBC,48015783231
1880,Cryptocurrency,Dogecoin,dogecoin,DOGE,132399926782.53424
1881,Blockchain Network,Nexus,nexus,NXS,72196316.041751
1882,Cryptocurrency,Vertcoin,vertcoin,VTC,62962972
1883,Cryptocurrency,Stellite,stellite,XTL,8302966967
1884,Sports,ESBC,esbc,ESBC,31123570
1885,Cryptocurrency,Ravencoin,ravencoin,RVN,10237575000
1886,Financial,TokenPocket,tokenpocket,TPT,3466457400
1887,Privacy,Bitcoin Private,bitcoin-private,BTCP,22815307
1888,Network,Rocket Pool,rocket-pool,RPL,17922514.606585
1889,Cryptocurrency,Pigeoncoin,pigeoncoin,PGN,7514364865
1890,Gaming,NeoWorld Cash,neoworld-cash,NASH,100000000000
1891,Cryptocurrency,SUQA,suqa,SUQA,637719772.761245
1892,DeFi,SynLev,synlev,SYN,83000000
1893,Privacy,Pirate Chain,pirate-chain,ARRR,188658313.36109
1894,Blockchain Network,Semux,semux,SEM,18432369
1895,Privacy,Grin,grin,GRIN,90809100
1896,Cryptocurrency,Vipstar Coin,vipstar-coin,VIPS,63499128193.01
1897,Smart Contracts,Cardano,cardano,ADA,33719282563.077
1898,Masternodes,Stakenet,stakenet,XSN,126018676.82744744
1899,Cloud Storage,Siacoin,siacoin,SC,49597582992
1900,Ethereum,StarLink,star-link,STARL,10000000000000
1901,DeFi,Poolz Finance,poolz-finance,POOLZ,5000000
1902,Cryptocurrency,Absolute,absolute,ABS,13454447.9413708
1903,Financial,Holyheld,holyheld,HOLY,100000000
1904,DeFi,Value Liquidity,value-defi-protocol,VALUE,0
1905,Financial,Jarvis Network,jarvis-network,JRT,225861521.29
1906,Privacy,Bitcoin Diamond,bitcoin-diamond,BCD,189492897.953
1907,Real Estate,ACRE,acre,ACRE,4516668.74720128
1908,Financial,Thore Cash,thore-cash,TCH,111111111
1909,Cryptocurrency,InflationCoin,inflationcoin,IFLT,44790092020.0795
1910,Blockchain Network,Giant,giant-coin,GIC,19696084.7378533
1911,Other,smARTOFGIVING,smartofgiving,AOG,2003485057.90082
1912,DeFi,Doki Doki Finance,doki-doki-finance,DOKI,49999.95337234
1913,Gaming,My DeFi Pet,my-defi-pet,DPET,100000000
1914,Blockchain Service,Omnitude,omnitude,ECOM,74413301.337384
1915,Cryptocurrency,XDNA,xdna,XDNA,8822013.56576023
1916,Privacy,PRiVCY,privcy,PRIV,22175970.265768
1917,Financial,XOVBank,xovbank,XOV,150000000
1918,Ethereum,BitCoin One,bitcoin-one,BTCONE,13757704.8560313
1919,Cloud Computing,GridCoin,gridcoin,GRC,428788199.40176
1920,Cryptocurrency,EVOS,evos,EVOS,10606778.39712606
1921,DeFi,Basis Gold Share,basis-gold-share,BSGS,0
1922,Stablecoin,sUSD,susd,SUSD,99807701.15192714
1923,Cryptocurrency,Dimecoin,dimecoin,DIME,555998059584
1924,Polygon,Bloktopia,p-bloktopia,BLOK,200000000000
1925,Decentralized Exchange,Zero Exchange,zero-exchange,ZERO,0
